gen,sample,loc,column,row,bench,line,type,plant,nod_diss,nod_rem,leaf,flower,fruit,date_diss,notes,shoot,root,height
I,sub,A01,A,1,one,270,exp,I-A01,10,17,7,0,0,10-Jun-16,,0.101,NA,5
II,sub,A01,A,1,one,270,exp,II-A01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,A01,A,1,one,270,exp,III-A01,0,10,22,0,0,04-Nov-16,,0.239,NA,5.5
IV,sub,A01,A,1,one,270,exp,IV-A01,1,0,4,0,0,12-Jan-17,,0.056,NA,4
V,sub,A01,A,1,one,270,exp,V-A01,9,10,18,0,0,28-Mar-17,,0.152,NA,5
I,sub,A02,A,2,one,276,exp,I-A02,10,1,9,0,0,10-Jun-16,,0.076,NA,4
II,full,A02,A,2,one,276,exp,II-A02,26,0,6,0,0,18-Aug-16,FD-genII,0.067,0.032,3
I,sub,A03,A,3,one,279,exp,I-A03,10,3,13,0,0,10-Jun-16,Lots of root broke.,0.213,NA,6
II,sub,A03,A,3,one,279,exp,II-A03,0,10,8,0,0,18-Aug-16,,0.051,NA,3
III,full,A03,A,3,one,279,exp,III-A03,8,0,18,0,0,04-Nov-16,FD-genIII,0.244,0.063,6
I,sub,A04,A,4,one,267,exp,I-A04,10,21,15,0,0,10-Jun-16,,0.136,NA,5
II,sub,A04,A,4,one,267,exp,II-A04,5,14,23,0,0,18-Aug-16,,0.184,NA,4
III,sub,A04,A,4,one,267,exp,III-A04,NA,NA,NA,NA,NA,NA,died,NA,NA,2
IV,sub,A04,A,4,one,267,exp,IV-A04,10,22,24,0,0,12-Jan-17,height not recorded,0.506,NA,NA
V,sub,A04,A,4,one,267,exp,V-A04,0,2,1,0,0,28-Mar-17,yellow leaves,0.012,NA,3
I,sub,A05,A,5,one,276,exp,I-A05,10,16,10,0,0,10-Jun-16,,0.088,NA,5
II,full,A05,A,5,one,276,exp,II-A05,29,0,17,0,0,18-Aug-16,FD-genII,0.156,0.043,3
I,sub,A06,A,6,one,313,exp,I-A06,10,37,24,0,0,10-Jun-16,,0.306,NA,8
II,sub,A06,A,6,one,313,exp,II-A06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,A06,A,6,one,313,exp,III-A06,6,10,10,0,0,04-Nov-16,,0.157,NA,5.5
IV,sub,A06,A,6,one,313,exp,IV-A06,0,6,24,0,0,12-Jan-17,,0.203,NA,3
V,sub,A06,A,6,one,313,exp,V-A06,10,12,13,0,0,28-Mar-17,,0.14,NA,4.5
I,sub,A07,A,7,one,313,exp,I-A07,10,24,21,0,0,10-Jun-16,,0.221,NA,4
II,sub,A07,A,7,one,313,exp,II-A07,0,6,10,0,0,18-Aug-16,,0.129,NA,3
III,sub,A07,A,7,one,313,exp,III-A07,10,10,13,0,0,04-Nov-16,,0.168,NA,6
IV,sub,A07,A,7,one,313,exp,IV-A07,7,10,18,0,0,12-Jan-17,FD-genIV,0.168,0.118,3
I,sub,A08,A,8,one,279,exp,I-A08,10,24,21,0,0,10-Jun-16,,0.348,NA,6
II,sub,A08,A,8,one,279,exp,II-A08,10,30,20,0,0,18-Aug-16,,0.274,NA,3
III,sub,A08,A,8,one,279,exp,III-A08,0,10,5,0,0,04-Nov-16,,0.089,NA,2
IV,sub,A08,A,8,one,279,exp,IV-A08,0,13,7,0,0,11-Jan-17,,NA,NA,5
V,sub,A08,A,8,one,279,exp,V-A08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,A09,A,9,one,313,control,I-A09,10,34,34,0,0,10-Jun-16,,0.609,NA,9
II,sub,A09,A,9,one,313,control,II-A09,10,64,37,0,0,18-Aug-16,,0.502,NA,3
III,sub,A09,A,9,one,313,control,III-A09,0,14,6,0,0,04-Nov-16,,NA,NA,4
IV,sub,A09,A,9,one,313,control,IV-A09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,A09,A,9,one,313,control,V-A09,10,14,7,0,0,28-Mar-17,,0.071,NA,2.5
I,sub,A10,A,10,one,313,exp,I-A10,10,8,10,0,0,10-Jun-16,,0.093,NA,2
II,full,A10,A,10,one,313,exp,II-A10,82,15,24,0,0,18-Aug-16,FD-genII,0.324,0.111,3
I,sub,A11,A,11,one,267,exp,I-A11,10,34,25,0,0,10-Jun-16,,0.368,NA,6
II,sub,A11,A,11,one,267,exp,II-A11,0,7,32,0,0,18-Aug-16,,0.521,NA,4
III,full,A11,A,11,one,267,exp,III-A11,11,0,13,0,0,04-Nov-16,FD-genIII,0.259,0.057,5
I,sub,A12,A,12,one,279,exp,I-A12,10,36,20,0,0,10-Jun-16,,0.465,NA,7
II,sub,A12,A,12,one,279,exp,II-A12,10,17,21,0,0,18-Aug-16,,0.388,NA,3
III,sub,A12,A,12,one,279,exp,III-A12,0,10,5,0,0,04-Nov-16,,0.094,NA,3
IV,sub,A12,A,12,one,279,exp,IV-A12,4,10,5,0,0,12-Jan-17,,0.038,NA,3
V,sub,A12,A,12,one,279,exp,V-A12,0,0,1,0,0,28-Mar-17,"yellow leaves, red leaf",0.007,NA,0.5
I,sub,A13,A,13,one,267,exp,I-A13,10,10,9,0,0,10-Jun-16,,0.082,NA,3
II,sub,A13,A,13,one,267,exp,II-A13,0,11,3,0,0,18-Aug-16,,0.047,NA,2
III,sub,A13,A,13,one,267,exp,III-A13,10,4,15,0,0,04-Nov-16,,0.245,NA,7
IV,sub,A13,A,13,one,267,exp,IV-A13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,A13,A,13,one,267,exp,V-A13,8,10,8,0,0,28-Mar-17,yellow leaves,0.268,NA,5
I,sub,B01,B,1,one,279,exp,I-B01,10,12,9,0,0,10-Jun-16,,0.177,NA,6
II,sub,B01,B,1,one,279,exp,II-B01,10,15,10,0,0,18-Aug-16,,0.112,NA,3
III,sub,B01,B,1,one,279,exp,III-B01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,B01,B,1,one,279,exp,IV-B01,10,13,16,0,0,12-Jan-17,,0.34,NA,4
V,sub,B01,B,1,one,279,exp,V-B01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,B02,B,2,one,270,exp,I-B02,10,0,5,0,0,10-Jun-16,,0.084,NA,6
II,sub,B02,B,2,one,270,exp,II-B02,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,B02,B,2,one,270,exp,III-B02,8,10,12,0,0,04-Nov-16,,0.213,NA,7
IV,sub,B02,B,2,one,270,exp,IV-B02,10,8,10,0,0,12-Jan-17,,0.109,NA,5
V,sub,B02,B,2,one,270,exp,V-B02,0,7,6,0,0,28-Mar-17,,0.031,NA,0.5
I,sub,B03,B,3,one,270,control,I-B03,0,5,5,0,0,10-Jun-16,yellow leaves,0.029,NA,3
II,full,B03,B,3,one,270,control,II-B03,9,0,NA,NA,NA,18-Aug-16,FD-genII,0.027,0.007,1
I,sub,B04,B,4,one,276,exp,I-B04,10,21,15,0,0,10-Jun-16,,0.144,NA,5
II,sub,B04,B,4,one,276,exp,II-B04,8,16,13,0,0,18-Aug-16,,0.117,NA,3
III,sub,B04,B,4,one,276,exp,III-B04,0,7,4,0,0,04-Nov-16,,0.044,NA,4
IV,full,B04,B,4,one,276,exp,IV-B04,36,0,25,0,0,12-Jan-17,FD-genIV,0.321,0.115,3
I,sub,B05,B,5,one,270,exp,I-B05,10,7,10,0,0,10-Jun-16,,0.114,NA,5
II,sub,B05,B,5,one,270,exp,II-B05,0,3,6,0,0,18-Aug-16,no bottom,0.02,NA,1
III,sub,B05,B,5,one,270,exp,III-B05,10,14,8,0,0,04-Nov-16,,0.119,NA,6
IV,sub,B05,B,5,one,270,exp,IV-B05,6,10,28,0,0,12-Jan-17,,0.293,NA,6
V,sub,B05,B,5,one,270,exp,V-B05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,B06,B,6,one,267,control,I-B06,0,0,0,0,0,10-Jun-16,died,0.005,NA,1
II,sub,B06,B,6,one,267,control,II-B06,10,23,58,0,1,18-Aug-16,,0.696,NA,4
III,sub,B06,B,6,one,267,control,III-B06,NA,NA,NA,NA,NA,NA,died,NA,NA,1
IV,sub,B06,B,6,one,267,control,IV-B06,10,42,34,0,0,12-Jan-17,,0.48,NA,4
V,sub,B06,B,6,one,267,control,V-B06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,B07,B,7,one,313,exp,I-B07,10,13,23,0,0,10-Jun-16,,0.219,NA,5
II,sub,B07,B,7,one,313,exp,II-B07,10,62,47,0,0,18-Aug-16,,0.585,NA,3
III,sub,B07,B,7,one,313,exp,III-B07,10,20,17,0,0,04-Nov-16,,0.196,NA,6
IV,full,B07,B,7,one,313,exp,IV-B07,37,0,14,0,0,12-Jan-17,FD-genIV,0.216,0.058,3.5
I,sub,B08,B,8,one,270,exp,I-B08,0,8,6,0,0,10-Jun-16,,0.07,NA,4
II,sub,B08,B,8,one,270,exp,II-B08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,B08,B,8,one,270,exp,III-B08,6,10,16,0,0,04-Nov-16,,0.23,NA,7
IV,sub,B08,B,8,one,270,exp,IV-B08,10,12,11,0,0,12-Jan-17,,0.138,NA,4.5
V,sub,B08,B,8,one,270,exp,V-B08,7,10,17,0,0,28-Mar-17,,0.102,NA,3.5
I,sub,B09,B,9,one,270,exp,I-B09,4,0,6,0,0,10-Jun-16,late emerge,0.045,NA,2
II,sub,B09,B,9,one,270,exp,II-B09,0,9,6,0,0,18-Aug-16,,0.022,NA,1
III,sub,B09,B,9,one,270,exp,III-B09,10,20,18,0,0,04-Nov-16,,0.218,NA,5.5
IV,sub,B09,B,9,one,270,exp,IV-B09,4,10,9,1,0,12-Jan-17,,0.102,NA,4
V,sub,B09,B,9,one,270,exp,V-B09,6,10,8,0,0,28-Mar-17,,0.071,NA,3
I,sub,B10,B,10,one,276,exp,I-B10,10,21,23,0,0,10-Jun-16,,0.191,NA,4
II,sub,B10,B,10,one,276,exp,II-B10,0,15,8,0,0,18-Aug-16,,0.091,NA,0.5
III,full,B10,B,10,one,276,exp,III-B10,17,0,24,0,0,04-Nov-16,FD-genIII,0.375,0.083,5
I,sub,B11,B,11,one,276,exp,I-B11,10,34,26,0,0,10-Jun-16,,0.296,NA,4
II,sub,B11,B,11,one,276,exp,II-B11,0,7,8,0,0,18-Aug-16,,0.085,NA,3
III,sub,B11,B,11,one,276,exp,III-B11,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,B11,B,11,one,276,exp,IV-B11,20,0,12,0,0,12-Jan-17,FD-genIV,0.133,0.123,2
I,sub,B12,B,12,one,267,exp,I-B12,0,0,1,0,0,10-Jun-16,yellow leaves,0.009,NA,3
II,sub,B12,B,12,one,267,exp,II-B12,10,53,47,0,0,18-Aug-16,,0.85,NA,3
III,sub,B12,B,12,one,267,exp,III-B12,0,12,13,0,0,04-Nov-16,,0.328,NA,6
IV,sub,B12,B,12,one,267,exp,IV-B12,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,B12,B,12,one,267,exp,V-B12,0,8,3,0,0,28-Mar-17,"yellow leaves, died",0.019,NA,2.5
I,sub,B13,B,13,one,279,exp,I-B13,10,63,24,0,0,10-Jun-16,,0.43,NA,7
II,sub,B13,B,13,one,279,exp,II-B13,10,20,8,0,0,18-Aug-16,,0.087,NA,2
III,sub,B13,B,13,one,279,exp,III-B13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,B13,B,13,one,279,exp,V-B13,6,10,10,0,0,28-Mar-17,,0.11,NA,2.5
I,sub,C01,C,1,one,313,exp,I-C01,11,46,20,0,0,10-Jun-16,,0.279,NA,7
II,sub,C01,C,1,one,313,exp,II-C01,10,31,12,0,0,18-Aug-16,,0.132,NA,2
III,sub,C01,C,1,one,313,exp,III-C01,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
IV,sub,C01,C,1,one,313,exp,IV-C01,0,13,16,0,0,11-Jan-17,,0.114,NA,3
V,sub,C01,C,1,one,313,exp,V-C01,6,7,5,0,0,28-Mar-17,,0.048,NA,2
I,sub,C02,C,2,one,279,control,I-C02,0,0,3,0,0,10-Jun-16,yellow leaves,0.012,NA,3
II,full,C02,C,2,one,279,control,II-C02,49,0,11,0,0,18-Aug-16,FD-genII,0.137,0.044,3
I,sub,C03,C,3,one,267,exp,I-C03,10,10,7,0,0,10-Jun-16,,0.135,NA,5
II,sub,C03,C,3,one,267,exp,II-C03,0,13,2,0,0,18-Aug-16,,0.045,NA,2
III,sub,C03,C,3,one,267,exp,III-C03,0,8,6,0,0,04-Nov-16,,0.037,NA,3
IV,sub,C03,C,3,one,267,exp,IV-C03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,C03,C,3,one,267,exp,V-C03,NA,NA,NA,NA,NA,NA,died,NA,NA,3
I,sub,C04,C,4,one,267,exp,I-C04,10,35,23,0,0,10-Jun-16,,0.352,NA,6
II,sub,C04,C,4,one,267,exp,II-C04,10,17,10,0,0,18-Aug-16,,0.104,NA,3
III,sub,C04,C,4,one,267,exp,III-C04,NA,NA,NA,NA,NA,NA,died,NA,NA,5
IV,full,C04,C,4,one,267,exp,IV-C04,34,0,13,0,0,11-Jan-17,FD-genIV,0.22,0.094,5
I,sub,C05,C,5,one,270,exp,I-C05,0,4,5,0,0,10-Jun-16,,0.53,NA,4
II,sub,C05,C,5,one,270,exp,II-C05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,full,C05,C,5,one,270,exp,III-C05,41,0,21,0,0,04-Nov-16,FD-genIII,0.048,0.023,5.5
I,sub,C06,C,6,one,279,exp,I-C06,10,36,40,0,0,10-Jun-16,,0.832,NA,7
II,sub,C06,C,6,one,279,exp,II-C06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,C06,C,6,one,279,exp,III-C06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,C06,C,6,one,279,exp,IV-C06,10,30,30,0,0,12-Jan-17,,0.583,NA,4.5
V,sub,C06,C,6,one,279,exp,V-C06,10,6,11,0,0,28-Mar-17,,0.113,NA,4
I,sub,C07,C,7,one,270,exp,I-C07,0,4,4,0,0,10-Jun-16,,0.052,NA,4
II,sub,C07,C,7,one,270,exp,II-C07,10,16,14,0,0,18-Aug-16,,0.115,NA,3
III,sub,C07,C,7,one,270,exp,III-C07,6,10,15,0,0,04-Nov-16,,0.159,NA,5
IV,sub,C07,C,7,one,270,exp,IV-C07,0,8,12,0,0,12-Jan-17,,0.103,NA,5
V,sub,C07,C,7,one,270,exp,V-C07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,C08,C,8,one,313,exp,I-C08,0,10,7,0,0,10-Jun-16,,0.063,NA,3
II,full,C08,C,8,one,313,exp,II-C08,68,18,50,0,0,18-Aug-16,FD-genII,0.621,0.125,3
I,sub,C09,C,9,one,313,exp,I-C09,10,17,15,0,0,10-Jun-16,,0.171,NA,5
II,sub,C09,C,9,one,313,exp,II-C09,10,28,21,0,0,18-Aug-16,,0.186,NA,2
III,sub,C09,C,9,one,313,exp,III-C09,8,10,19,0,0,04-Nov-16,,0.191,NA,3
IV,sub,C09,C,9,one,313,exp,IV-C09,10,12,NA,NA,NA,12-Jan-17,,0.328,NA,5
V,sub,C09,C,9,one,313,exp,V-C09,0,5,7,0,0,28-Mar-17,,0.027,NA,3
I,sub,C10,C,10,one,276,exp,I-C10,10,12,11,0,0,10-Jun-16,,0.112,NA,4
II,sub,C10,C,10,one,276,exp,II-C10,0,3,11,0,0,18-Aug-16,,0.099,NA,2
III,sub,C10,C,10,one,276,exp,III-C10,0,3,8,0,0,04-Nov-16,,0.091,NA,5
IV,sub,C10,C,10,one,276,exp,IV-C10,0,13,19,0,0,11-Jan-17,,0.21,NA,3
V,sub,C10,C,10,one,276,exp,V-C10,10,22,33,0,0,28-Mar-17,large nod clusters,0.33,NA,2.5
I,sub,C11,C,11,one,276,exp,I-C11,10,18,8,0,0,10-Jun-16,,0.075,NA,3
II,full,C11,C,11,one,276,exp,II-C11,42,0,32,0,0,18-Aug-16,FD-genII,0.323,0.065,2
I,sub,C12,C,12,one,279,exp,I-C12,10,31,23,0,0,10-Jun-16,,0.377,NA,6
II,sub,C12,C,12,one,279,exp,II-C12,10,20,18,0,0,18-Aug-16,,0.222,NA,4
III,sub,C12,C,12,one,279,exp,III-C12,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,C12,C,12,one,279,exp,IV-C12,10,16,9,0,0,12-Jan-17,,0.128,NA,4.5
V,sub,C12,C,12,one,279,exp,V-C12,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,C13,C,13,one,270,exp,I-C13,0,2,2,0,0,10-Jun-16,,0.021,NA,5
II,sub,C13,C,13,one,270,exp,II-C13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,C13,C,13,one,270,exp,III-C13,0,3,6,0,0,04-Nov-16,,0.048,NA,5
IV,sub,C13,C,13,one,270,exp,IV-C13,0,2,15,0,0,12-Jan-17,,0.079,NA,4
V,sub,C13,C,13,one,270,exp,V-C13,10,5,20,0,0,28-Mar-17,,0.129,NA,4.5
I,sub,D01,D,1,one,270,exp,I-D01,0,3,3,0,0,11-Jun-16,clusters,0.014,NA,2
II,sub,D01,D,1,one,270,exp,II-D01,0,0,4,0,0,17-Aug-16,died,0.004,NA,0.5
III,sub,D01,D,1,one,270,exp,III-D01,0,10,15,0,0,04-Nov-16,,0.097,NA,7
IV,sub,D01,D,1,one,270,exp,IV-D01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,D01,D,1,one,270,exp,V-D01,10,2,20,0,0,28-Mar-17,,0.165,NA,5.5
I,sub,D02,D,2,one,279,exp,I-D02,10,19,24,0,0,11-Jun-16,clusters,0.467,NA,7
II,sub,D02,D,2,one,279,exp,II-D02,7,10,7,0,0,17-Aug-16,,0.123,NA,3
III,full,D02,D,2,one,279,exp,III-D02,32,0,18,0,0,04-Nov-16,FD-genIII,0.275,0.097,4.5
I,sub,D03,D,3,one,276,exp,I-D03,7,10,6,0,0,11-Jun-16,clusters,0.075,NA,4
II,sub,D03,D,3,one,276,exp,II-D03,10,19,9,0,0,17-Aug-16,,0.146,NA,3
III,sub,D03,D,3,one,276,exp,III-D03,0,2,12,0,0,04-Nov-16,,0.144,NA,5.5
IV,sub,D03,D,3,one,276,exp,IV-D03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,D03,D,3,one,276,exp,V-D03,6,6,20,0,0,28-Mar-17,,0.256,NA,5
I,sub,D04,D,4,one,276,exp,I-D04,0,4,5,0,0,11-Jun-16,"Nods left all clustered, yellow leaves",0.026,NA,2
II,sub,D04,D,4,one,276,exp,II-D04,10,21,14,0,0,17-Aug-16,,0.152,NA,3
III,sub,D04,D,4,one,276,exp,III-D04,0,6,9,0,0,04-Nov-16,,0.101,NA,6
IV,sub,D04,D,4,one,276,exp,IV-D04,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,D04,D,4,one,276,exp,V-D04,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,D05,D,5,one,313,exp,I-D05,10,31,25,0,0,11-Jun-16,,0.299,NA,6
II,sub,D05,D,5,one,313,exp,II-D05,10,35,26,0,0,17-Aug-16,,0.273,NA,3
III,full,D05,D,5,one,313,exp,III-D05,40,0,25,0,0,04-Nov-16,FD-genIII,0.282,0.054,7
I,sub,D06,D,6,one,313,exp,I-D06,10,20,20,0,0,11-Jun-16,,0.204,NA,5
II,sub,D06,D,6,one,313,exp,II-D06,0,3,12,0,0,17-Aug-16,,0.031,NA,3
III,full,D06,D,6,one,313,exp,III-D06,40,0,25,0,0,04-Nov-16,FD-genIII,0.248,0.172,6
I,sub,D07,D,7,one,267,control,I-D07,5,14,16,0,0,11-Jun-16,clusters,0.176,NA,4
II,sub,D07,D,7,one,267,control,II-D07,10,24,29,0,0,17-Aug-16,,0.381,NA,3
III,sub,D07,D,7,one,267,control,III-D07,0,1,5,0,0,04-Nov-16,,0.033,NA,4
IV,sub,D07,D,7,one,267,control,IV-D07,10,13,41,0,0,11-Jan-17,,0.688,NA,6
V,sub,D07,D,7,one,267,control,V-D07,0,8,5,0,0,28-Mar-17,yellow leaves,0.021,NA,4.5
I,sub,D08,D,8,one,279,exp,I-D08,10,45,45,0,0,11-Jun-16,,0.866,NA,7
II,sub,D08,D,8,one,279,exp,II-D08,10,30,42,0,0,17-Aug-16,,0.852,NA,4
III,sub,D08,D,8,one,279,exp,III-D08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,D08,D,8,one,279,exp,IV-D08,33,0,19,0,0,11-Jan-17,FD-genIV,0.482,0.135,5.5
I,sub,D09,D,9,one,313,exp,I-D09,10,47,33,0,0,11-Jun-16,,0.479,NA,8
II,sub,D09,D,9,one,313,exp,II-D09,10,43,47,0,0,17-Aug-16,,0.694,NA,3
III,sub,D09,D,9,one,313,exp,III-D09,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
IV,sub,D09,D,9,one,313,exp,IV-D09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,D09,D,9,one,313,exp,V-D09,10,32,29,0,0,28-Mar-17,,0.293,NA,6.5
I,sub,D10,D,10,one,270,exp,I-D10,0,2,5,0,0,11-Jun-16,,0.017,NA,1
II,full,D10,D,10,one,270,exp,II-D10,26,0,15,0,0,17-Aug-16,FD-genII,0.13,0.042,2
I,sub,D11,D,11,one,267,exp,I-D11,10,16,34,0,0,11-Jun-16,,0.616,NA,6
II,sub,D11,D,11,one,267,exp,II-D11,10,35,27,0,0,17-Aug-16,,0.255,NA,4
III,sub,D11,D,11,one,267,exp,III-D11,0,0,5,0,0,04-Nov-16,,0.012,NA,1
IV,sub,D11,D,11,one,267,exp,IV-D11,10,16,10,0,0,11-Jan-17,,0.128,NA,1
V,sub,D11,D,11,one,267,exp,V-D11,10,23,6,0,0,28-Mar-17,,0.081,NA,4
I,sub,D12,D,12,one,276,exp,I-D12,5,14,5,0,0,11-Jun-16,,0.044,NA,3
II,sub,D12,D,12,one,276,exp,II-D12,7,10,12,0,0,17-Aug-16,,0.137,NA,2
III,sub,D12,D,12,one,276,exp,III-D12,0,13,12,0,0,04-Nov-16,,0.137,NA,4
IV,sub,D12,D,12,one,276,exp,IV-D12,NA,NA,NA,NA,NA,NA,died,NA,NA,3
V,sub,D12,D,12,one,276,exp,V-D12,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,D13,D,13,one,279,exp,I-D13,10,25,9,0,0,11-Jun-16,,0.171,NA,6
II,sub,D13,D,13,one,279,exp,II-D13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,D13,D,13,one,279,exp,III-D13,NA,NA,NA,NA,NA,NA,died,NA,NA,6
IV,sub,D13,D,13,one,279,exp,IV-D13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,D13,D,13,one,279,exp,V-D13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,E01,E,1,one,279,exp,I-E01,9,0,24,0,0,11-Jun-16,,0.492,NA,7
II,full,E01,E,1,one,279,exp,II-E01,28,0,17,0,0,17-Aug-16,FD-genII,0.262,0.087,3
I,sub,E02,E,2,one,270,exp,I-E02,10,13,10,0,0,11-Jun-16,,0.117,NA,5
II,sub,E02,E,2,one,270,exp,II-E02,10,16,20,0,0,17-Aug-16,,0.153,NA,2
III,full,E02,E,2,one,270,exp,III-E02,33,0,21,0,0,03-Nov-16,FD-genIII,0.182,0.054,7
I,sub,E03,E,3,one,267,exp,I-E03,10,30,29,5,0,11-Jun-16,,0.386,NA,6
II,sub,E03,E,3,one,267,exp,II-E03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,E03,E,3,one,267,exp,III-E03,10,33,24,0,0,03-Nov-16,,0.476,NA,7
IV,sub,E03,E,3,one,267,exp,IV-E03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,E03,E,3,one,267,exp,V-E03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,E04,E,4,one,267,exp,I-E04,10,20,29,5,1,11-Jun-16,5 + 1 Fruit,0.578,NA,9
II,sub,E04,E,4,one,267,exp,II-E04,6,16,37,1,2,17-Aug-16,,0.54,NA,3
III,sub,E04,E,4,one,267,exp,III-E04,NA,NA,NA,NA,NA,NA,died,NA,NA,1.5
IV,sub,E04,E,4,one,267,exp,IV-E04,10,40,28,0,0,11-Jan-17,,0.575,NA,7
V,sub,E04,E,4,one,267,exp,V-E04,6,9,12,0,0,28-Mar-17,height not recorded,0.145,NA,NA
I,sub,E05,E,5,one,270,exp,I-E05,10,36,2,0,0,11-Jun-16,,0.198,NA,5
II,full,E05,E,5,one,270,exp,II-E05,60,0,18,0,0,17-Aug-16,FD-genII,0.163,0.131,3
I,sub,E06,E,6,one,279,exp,I-E06,10,35,37,0,0,11-Jun-16,,0.743,NA,6
II,sub,E06,E,6,one,279,exp,II-E06,6,21,34,0,0,17-Aug-16,,0.595,NA,3
III,sub,E06,E,6,one,279,exp,III-E06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,E06,E,6,one,279,exp,IV-E06,67,0,14,0,0,11-Jan-17,FD-genIV,0.247,0.132,4
I,sub,E07,E,7,one,270,exp,I-E07,0,0,3,0,0,11-Jun-16,"Tiny leaves, very little growth",0.004,NA,0.5
II,sub,E07,E,7,one,270,exp,II-E07,0,9,6,0,0,17-Aug-16,,0.025,NA,0.5
III,sub,E07,E,7,one,270,exp,III-E07,6,10,26,0,0,03-Nov-16,,0.364,NA,8
IV,sub,E07,E,7,one,270,exp,IV-E07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,E07,E,7,one,270,exp,V-E07,10,9,10,0,0,28-Mar-17,,0.151,NA,5
I,sub,E08,E,8,one,267,exp,I-E08,0,1,15,2,0,11-Jun-16,,0.201,NA,4
II,sub,E08,E,8,one,267,exp,II-E08,10,27,31,0,2,17-Aug-16,,0.312,NA,3
III,sub,E08,E,8,one,267,exp,III-E08,0,10,14,0,0,03-Nov-16,,0.119,NA,2.5
IV,sub,E08,E,8,one,267,exp,IV-E08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,E08,E,8,one,267,exp,V-E08,NA,NA,NA,NA,NA,NA,"yellow leaves, died",NA,NA,2
I,sub,E09,E,9,one,279,exp,I-E09,10,14,1,0,0,11-Jun-16,,0.251,NA,6
II,sub,E09,E,9,one,279,exp,II-E09,10,42,43,0,0,17-Aug-16,,0.678,NA,4
III,sub,E09,E,9,one,279,exp,III-E09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,E09,E,9,one,279,exp,IV-E09,9,6,6,0,0,11-Jan-17,,0.085,NA,3
V,sub,E09,E,9,one,279,exp,V-E09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,E10,E,10,one,270,exp,I-E10,0,5,4,0,0,11-Jun-16,very little growth,0.006,NA,1
II,sub,E10,E,10,one,270,exp,II-E10,10,25,18,0,0,17-Aug-16,,0.168,NA,3
III,sub,E10,E,10,one,270,exp,III-E10,0,14,17,0,0,03-Nov-16,,0.142,NA,5
IV,sub,E10,E,10,one,270,exp,IV-E10,0,13,4,0,0,11-Jan-17,,0.068,NA,3
V,sub,E10,E,10,one,270,exp,V-E10,NA,NA,NA,NA,NA,NA,died,NA,NA,1
I,sub,E11,E,11,one,267,exp,I-E11,0,1,6,0,0,11-Jun-16,,0.054,NA,3
II,sub,E11,E,11,one,267,exp,II-E11,10,42,45,2,1,17-Aug-16,,0.591,NA,4
